PK_CLIENTES;PK_LOCALIDADE;PK_TEMPO;QUANTIDADE;VALOR_TOTAL;VALOR_DE_VENDA
da2ff87677c1370dad858fa2abb91c98c152a5050dd1b8fe4f98707b8e625587;3d92147eeaa8c423ff1388775842fd7158b48992a738d113d32dc5a0bd97d950;98a7379a621e132a319d16a65ed22c457a9d3d23906ac1de215ec6609ad0794a;1;682.38;682.38
d4cdda76c37b73bf8c7b98cda66a6c4fb36f8b73b532106b2b59149747ac35bd;299f21ad50698814a52af1b6029a3f6fc5240d09a67b8ffb28941c64ee2ed851;6662e36726550e147940d629eb3b14344dd20ea8fdc63ba1f5880bb55d0dd81a;6;8834.279999999999;4143.995
25e0e81dcad0bd4f382cb94fe07c4bf3eae259b926356559647c21fe6b2c9d52;299f21ad50698814a52af1b6029a3f6fc5240d09a67b8ffb28941c64ee2ed851;d3e3077f51beacba8283c64f6dd6d6e0622fcc68879fb2931480a20442138c84;1;267.85;267.85
034571eedecdaef32328875ad19e04965cf3387ae535dac660736897ef85acd6;299f21ad50698814a52af1b6029a3f6fc5240d09a67b8ffb28941c64ee2ed851;cdb019a8b9725306f038b81c7aa292a025c59b8e5aaca080f20b4308dc3e61c1;2;450.63;345.095
f611f6a463e982ef68ba526bb591d5abaf98760a297065ec1afa19dd51ee530d;299f21ad50698814a52af1b6029a3f6fc5240d09a67b8ffb28941c64ee2ed851;e7dabae9b69a88b62eb8efa8926c2b33eb6295dda5c6134211b409519390721a;1;209.08;104.54
f611f6a463e982ef68ba526bb591d5abaf98760a297065ec1afa19dd51ee530d;299f21ad50698814a52af1b6029a3f6fc5240d09a67b8ffb28941c64ee2ed851;810e982f0555ad514aeab2102551ad77c64d5494e9426b7983b90b7ce997f7c4;5;1344.88;751.4749999999999
ac65cecfde4103c01772ceb554e9d6a237ccfa2a35a1f59fe85fe713e1f8faab;e281acadd099d7ee0b0f510f297040cb8b3009cb0833059a8e43792a26afe79b;d89d87b20fbcda87208c992fbcf30eb0f3415adb9b8bac7a21d824c5cb5811b6;1;229.71;229.71
ac65cecfde4103c01772ceb554e9d6a237ccfa2a35a1f59fe85fe713e1f8faab;e281acadd099d7ee0b0f510f297040cb8b3009cb0833059a8e43792a26afe79b;da82f82a6a09bf4ff216717e7d6f5b26e337842815a7f21ac938ccfacf14f308;1;1087.03;543.515
d432a35cab0efb5b80df9bcb9d6cab4b3997dff9104c129c09b8ff0ebc7cdf0f;299f21ad50698814a52af1b6029a3f6fc5240d09a67b8ffb28941c64ee2ed851;468ab1f0974d1cbac665277779b7f92d1cb5d050548c07f1ef608daf1ee927b9;24;10640.960000000001;786.9733332900004
ea2f987c6500ba1c3f4de49f65b58b3bfe94327776342adbae2a717d846e0f02;299f21ad50698814a52af1b6029a3f6fc5240d09a67b8ffb28941c64ee2ed851;3f6c47ab1df7fca68ef172945480b1dd208a0c1e491dd13e42e8beae745a0d3d;1;272.34;272.34
6d94c0627e42107cd96002c087ad5376f40547d816a95318e82699232e846baf;299f21ad50698814a52af1b6029a3f6fc5240d09a67b8ffb28941c64ee2ed851;a5136576353fd18ad77e475dac90475f0df799aec3eabc21099009d24c006c32;1;73839.12;20.71804714
4a410748ba921d3e8a7ade4c977afaaf7f01d65b607399292851815f2e32769b;299f21ad50698814a52af1b6029a3f6fc5240d09a67b8ffb28941c64ee2ed851;7938eb33a3434b94eb7a0965eeadf7bd9dec228761f350257ffe07450cf01cdb;9;5395.39;2770.2241667
4a410748ba921d3e8a7ade4c977afaaf7f01d65b607399292851815f2e32769b;299f21ad50698814a52af1b6029a3f6fc5240d09a67b8ffb28941c64ee2ed851;9d048542f6915b7750b60362629d501ce59f1dae512d0dee4826c3241f7ee0ca;1;7466.21;497.7473333
515fe73ba8300c14619e107d0de4e1f0a0d3f5bbd38431fb4f8f12f2b22d40b1;299f21ad50698814a52af1b6029a3f6fc5240d09a67b8ffb28941c64ee2ed851;d49ad6cf796809751f729f0080bb5635a6cb2873af49a1a67103a7013d2255cf;2;1511.53;274.8222222
cc8fccb9c4690ff18547d3131f21ca7f06bb664149ff5fd6c0f14fb2a4e3a11d;40460d0b57ba2ac4d37a0a37b34f867dbd6b46f8a772f2a2ee913aac28cd4c2f;8b3000309f4cc3dcd2591fc522f6fd385602664766a2936cc0840850bdc63260;2;6166.950000000001;153.63756157
707504d706af2418cda00656658fd19f1086e687ac0d52bbe7a79d6d13392fc5;247181c37aadac9e2347a1e3823cb5c25041230ab36e09cc048e3e33f88d8005;468ab1f0974d1cbac665277779b7f92d1cb5d050548c07f1ef608daf1ee927b9;7;2625.0400000000004;2259.1633333299997
707504d706af2418cda00656658fd19f1086e687ac0d52bbe7a79d6d13392fc5;247181c37aadac9e2347a1e3823cb5c25041230ab36e09cc048e3e33f88d8005;08d46c13b2feb972d1fb8e15235c57d1fc9044e9e8445167a5f00632e1cc4912;1;398.13;132.71
0ebd06b563d967c1766cf4acd302ba83a49d3ff63fa946b6825b71280cf2168a;299f21ad50698814a52af1b6029a3f6fc5240d09a67b8ffb28941c64ee2ed851;4c12833332266f17485d9a2d6fee27153bfc5c3cb37988e20ad4f975ba365971;1;2234.71;25.39443182
7124d78898a6e791f6f4a26d3b4ea18731c4f08d29a26acbd34b22273044df14;299f21ad50698814a52af1b6029a3f6fc5240d09a67b8ffb28941c64ee2ed851;cce2097b33d7d310d827c3d6814f4dea39657e84f32823746bf9de71e1d46ada;1;402.17;402.17
a488fbfb4c88731ae3d93c9e297f21026eaa87dd07a7f1ea2a1507c1d37629e2;d6fe6e314ec56574a68df7b514c0acf4d4be457407e20b45b28cc0ff3ad642d4;612aec6bf5dfc369ff1f649abcd301950ff4e8ef10553be4db55c5b0c4a76af6;1;424.53;424.53
f03a3a1db89949302132cde0dbbd013fe0a5973421c2e22e139ef12eac82a5d3;247181c37aadac9e2347a1e3823cb5c25041230ab36e09cc048e3e33f88d8005;6937e52228069e75dbbc18414fdbc6da0bed8a305d5f111bc84fb9086c443631;25;102680.23000000003;9027.425909435
01bc5c8eff4bfee6f3f467ef2afae7754ccbb74eba6921b402f477506b28927b;2e0b7fbe0fe264ee672a7460e95155a93dbd2ba0190d6b9d7d18bf0c7e71658c;1b7ec4d9f31e95937925c3743cd055999d849b8443d481629bb4dc389df63b3e;1;341.64;170.82
5e51ed75047ed657672944e68864d5e8cac7155a49a42e6a58969505457ec448;7c2b59737e22b4169616c2971afd05e692d2f55838f388d0ecf1032a26f75343;f1d1948b8610f9c9abadd9edcfc196eb556caf42c60243925a71fc54b168cbd7;1;571.08;571.08
d57aa0a917dbefa6aae4b326e34d816d0e71d2a67af50121901def362997756e;2c109ee168d12c07e5940ae9606c1155fc9ff58992ccdc064214bfab5bdd908d;b12ee2cf8d7c05230b48d21502fdf65ad16f814fda8c1d312bad6db730315a3d;2;1128.57;564.2833333
1dd115ae47d1059abd16caba94eea0cb677379a3ff4a8047021640e14a9e4474;d12c3e5943db598f8897d905b3363bd6a6d868bef0dc64754ed910a343d47fb8;5bb768858760721797098bb8265657b79ed675176575a4b4d625a56a76ab17da;6;2434.66;1217.33
3ccfa9c91c4b4c6b60c9abc1eb8aac4ea88382558655b08ac82384126350f3f2;fcfd653a5daab941a876b38d5ac201c2ba8fa7fea4153caef89932e26c9848df;df76e0f4a9f891350be0326d1d135f53a79c63a50e75bfdbf5086ebec8c350bc;3;3048.46;1279.3880000000001
c2759e79e34fbde8ae2989c7f430cf1691c976b073a823a4778e8dcc4f9adb6d;f4b0e78746ecaecf4bdff0fecd5d47118e3f32b993b993fefb75eacdff6cc612;1ab734f01532c8185602036a3325974319658230e9db4665355a7d269d172a08;4;1641.12;388.0872222
cf2b59d0d5c50ba92436514d4118d303903b6037b4963b6aee21ff006939074c;7c2b59737e22b4169616c2971afd05e692d2f55838f388d0ecf1032a26f75343;15f470c28d1fda1ff2eb71be38299aec8df65dc9a07e9f4124fbb0b519d721ad;1;294.54;294.54
264824d1b4da8cc9c6176484cf0e093782d33223de7b84e81f1e58a87dcaa996;c71354303716d769e58bdd5c59277e5a6e91f14a5e8e60ad641b61bfa08df810;4b97d012b28eb722f463c3329cff3df93f6a59aacda01ea9717eeb577385e305;4;1619.7600000000002;47.28
264824d1b4da8cc9c6176484cf0e093782d33223de7b84e81f1e58a87dcaa996;c71354303716d769e58bdd5c59277e5a6e91f14a5e8e60ad641b61bfa08df810;67ea1c7378b37b11e579162a775174ea74f42d2eaa4bd7b0d6d8a700ba6897f9;8;35410.31999999999;3544.0689332999996
1f259a5bd5d7d41661186f6fabb428f17d317343709becd075b6d26d4c17856c;b99718b629fa4e83b557eb1822837971e3c7749331a087b34ad21f554d21b90c;1115d320285dd22256bb4da2a5ce40ef66f5a6cba9c22d4c8d46eecc0f4e1005;1;439.42;73.23666667
19e40faada9d7811da34a678bb34ea8391b3b6fb12ec0e1b769bf68886172f62;03133142239d33c367b7e8df8dab0f3c93c5008f1c66f778cab6a172a446d8d4;4ad8ec0978eb08d6258fa5f1c4857b8e0b140db4f86e6380cb1d46212fa16534;3;4309.0599999999995;1985.9466666999997
6dc7c788a0f5249b60af642e5213695a4916658947426864bc42496fbbc32960;b27bfeb03182299250b9ae75aa4b0c5a4d2c14041808a19bb3e29d6ab0edc77c;ceac7ee6ab29965299ec9ca0ef3edee6c0e4c5ddf6a8eb2a7bf9d405b777b195;2;1546.5;1546.5
5d659cd6ef1907a7b2900e410f8f274485fd077a6cb8f2e6f93ab49761974d8e;0babbcb08b4fe4dcc55946308cffb78a531f93b5cc77774deefcb530292d2a40;f8a4492c39ba8f1270d902af4919d3fdc74ce3d3a9d1fb6008bd6e6f1e0dd384;8;6547.129999999999;1172.37270833
b7d9bb4a0214b65611a7b82af169083307fea9956427cfc85216da6fda640a20;f4b0e78746ecaecf4bdff0fecd5d47118e3f32b993b993fefb75eacdff6cc612;235e5ef277e52ca60b2a5cdfa12f1c69108d55d2f0e2216b4187ee8b9144b420;14;9422.32;4220.214888820001
1cc6cdb077ce7174f55c1caa464c7cc721774feebb7dc17a792c35d59c587ee6;fe85295315737ebb13e3ebb2ad3cd5fe879e8a633b882d12e4b9882ccf1d0bfb;fc4d888a677de67c6ac6ea4f625d441d3119d01faa1a0b5644967891ac2fe4a1;2;3187.29;1593.645
94335a50309865d35e3b8824c78d8a8e6a3db3d749a459df55e574e96dd4a8c1;876c1cfed7c9e1f2d8c32f15bc2093cd5e73204c734fc55a4767d88b204d7244;678852ed3a59c44c6d567460e32bf696e65990e7f58645f2340eb17e7156af2c;5;11069.89;1157.4606667
ce86a0c4b6a50db5c9e50e73d5457c7a8d24e72b72b59d3a9fe1b321a6afd766;b174b61de6091c037a30e731e3082ef966b94668b0db2d2c89396187620559ba;2a520f8cc9de24f789c2250b000e61830d42f866f61144a571d0bb26e51c2bfd;2;1083.42;541.7066667
487bb39d34cd0dd60f7a67dd696bbe3593122402d23a6bd9e9ff441fce0bd315;e68a83c2578242a38787c5a5e26f52adec632ea6bc42b52ffb187617761dc00b;d09c60eb5d413264b1ac6878d74fab228206f5f52ccb356b282098fb7ff53f10;12;33941.630000000005;1026.4742673199999
487bb39d34cd0dd60f7a67dd696bbe3593122402d23a6bd9e9ff441fce0bd315;e68a83c2578242a38787c5a5e26f52adec632ea6bc42b52ffb187617761dc00b;2991314aaf657841d11c5bac8b83fdcb8a481f9da7179a6c338fe000451b9622;1;9001.44;257.184
9aac88db34ae8d7e739c43e6acd33eb259e81716ffe0a76d458690fa455d0be9;3f1565d28da7cc0f500d98340ee2219dd5951dfd1b7873d22315f688eca6df6e;a6e047fd47b34cb93079c0bab0ae8747efb07b4e379ffcb0d39eb7ac6b9ae89a;3;3235.7;966.1158333
e1ccb8d29bdb3d3e9f5c58e2c402bf6be8d1afdab1449745d3720a0653e455e1;2311b1612088b693172abeee33b8ec40c6776be570dafa5227994272aeccb96f;8b910354f9867a52d96dad981b27b16441eb13982967643b42ec8a30945bdbe0;7;11862.32;3087.9286666999997
ab9541ce51721b7cb08b345d07fcaed0eaa95148843bd5376d3d2c8cec876375;f95b93d8f7f0dbe101a170a39386eb211640fed9b0c45bf246304b766aec5264;c8d35da1444e865a75b04c0ed11ec4f0c4278bab48016819a2b7b614973593bd;1;392.9;0.3929
3eeb15b6fa859f2164c1d2643990b89541d745eb5b85136b21f36e8d325b4e90;ad633066ce40f22be4eba55a3afc04826dcca6d8cf8b14862167405d52cc08cb;c94908c72b3dc6224c8de412ce9353887537b3e29aa6f301788c90f05ed66f7a;1;231.29;231.29
3eeb15b6fa859f2164c1d2643990b89541d745eb5b85136b21f36e8d325b4e90;ad633066ce40f22be4eba55a3afc04826dcca6d8cf8b14862167405d52cc08cb;064287bc99359dd1fd79cfa3ede35b0be3e2c76396f53f8f3bc814c1885dd5c5;16;10087.12;6202.52916666
ac0a77d1f499ff714171983672fe968a731c90ab2c79f7013e4684ef1c2cca57;297531a8e5d052fa39df18dc0a5ba72f4aa235714555a7ec556c9ca5b2590c44;64475e1c10655e272ba6ba53cafca7df6df1006392922f33854e6f297fe27b3d;1;248.62;82.87333333
d0b357926bd0c4786773215d12cfcec24be0ac1f1d799813701498effaea0c26;eac95e87dc4b10b22c53ba77d24c08ef18817fe1dc8129d96c7a7caae498e15d;cf1ba8ba42c08ecf96082d82f41349ac247104d9882c911a6d6b5ff5b2f754c1;1;208.53;69.51
d25f9cf1538ddcf8777a26d60995ccaccb940d1aaa3df4b02d5e01484e9e6694;c3f4a96d0c1bff2c92ea823e0834655a9b485f19d5a15748acdb2acc26fc2026;235e5ef277e52ca60b2a5cdfa12f1c69108d55d2f0e2216b4187ee8b9144b420;1;215.59;35.93166667
4ee041ec65f7dd7fa3b8cad27ec96c8ebfde6b89b13ca3e900c0b18681e44ae8;aadda4b75140e34075d0482984c0928c6b9b31dbfc2da033fc1cf333e44cee43;82324db3e7e847c91d65851d1ba9d8682d3f4e2a1de6a1917fa4f4b5607d7486;4;4093.1499999999996;1697.5025
109b7ada404190bc28f82dca831c99b98aa9c41e5dfa435a6279c57f2717e463;785d94a3893a0f9667e2917eb13e265bc4868730dcf0488176c1fa03f94fdc9e;68150a399d46e88e4de3c3ef870deb5d324e8ac27d06044630dc250ee6f4f30b;1;242.07;242.07
d004d7cbcfbf626356074a6b7d561a7441b33359b8b02f052fe3c4b87c851eb8;501c2082b3b6cd2a44037fbf3dfc492a9cd67be9c17b0b0111e9b2f6b55509a3;18e895bc25da5e28f543007974491c0673169bc0dd714326b70da568bb2bda18;15;20708.710000000003;2989.7837499700004
d004d7cbcfbf626356074a6b7d561a7441b33359b8b02f052fe3c4b87c851eb8;501c2082b3b6cd2a44037fbf3dfc492a9cd67be9c17b0b0111e9b2f6b55509a3;f35c1de623d799c3be05ca417675ea201418da36478a9ae13bd549cf798eabd3;4;6053.05;917.7349999999999
50cb7fffdd50710bb8318f411339630508e237eacdd5a9daacc99fd7661563ea;ec5c229fbe3ccbaa049d6c7e0cbfd79dc5447f60094af56a0f8c0370de91e720;8dabc9f43da5cfdd65552f023a5411da3eb99b8e3c7ce003e10874c439a6fc33;1;4366.6;218.33
50cb7fffdd50710bb8318f411339630508e237eacdd5a9daacc99fd7661563ea;ec5c229fbe3ccbaa049d6c7e0cbfd79dc5447f60094af56a0f8c0370de91e720;e871d2ba669dbece9520238307047d1c82df3331c9399c249d62129069bc8145;1;4366.6;218.33
f0dbd58c3a2a9ea323f8e67f69d45eba17da130ea1e02d06b940bb76c50ea7f7;66ffc05be486433549a3383bd6f58a9dfbb1f66a00af46f324d049427785952c;f35c1de623d799c3be05ca417675ea201418da36478a9ae13bd549cf798eabd3;10;5825.03;2988.0679167
4975e9895dc332b24a18bece6c2a32da8fcc92f9695ea8e21dad03c8a4d3329b;ead9cfe50aebc26d54bdc4196740ee3f2fefbd42f2d9feb11fea43be08dd1fb8;f19131fe3c2442af9e2008daeaf90789a5e5353fa896eef81b57ee3684a42170;20;16704.309999999998;4815.0258889
2510cfef123ca4138efa7d8071315c14d354739379ec8a69ce771907cf575d77;7a7d2053719e15ae16306f0055a8ceefa5137d919a547152da3b976f027324d8;e871d2ba669dbece9520238307047d1c82df3331c9399c249d62129069bc8145;3;4701.99;1353.596
437d42179d7ed3f60839a9dbc3a6be2c57629cd2caf87857c8cba8feab89b181;41c969ebd2df4c44cbd6c04360f71c99943e2ad1ade2a01152764f93ef394935;ed8efbb6cde3f1009fe662fedc4da31271b60985eaedd1d96f4b670de751d2cc;1;693.51;693.51
5ef507def76c33ecf4356e153b736dfc9dd5f5b1f27eb35893bae9ad03f9db73;1ce842d63dbc52133af031b1b84df4da398294e8759319b704cce6156abfc014;1bb4ff119689457bf888326cc35507fe2f313bcc75d90f415ebf4769bddf7091;6;3508.4299999999994;2026.9849999999997
d884bc9b9cffdaccb0b11cf8afc4226e051a9850e2b5985856f7059ba283b1b4;dd78150de7a44f4fb6f1a5ba060a11a6f81242dbfc7526150f3ff1b2ab92f924;a67a8334fe399d950dfd1dc7b790cbec5971ae20b3f693fb97f257518a2e7b70;1;451.47;37.6225
29a1fca55f6c085be59bbcdd44b0c9393e7e21e3c26a5c0902cc2462e5bf8f4f;86243d33afae9e47348c379c523557c8c02554a0bdd64915de896b5b6e0c26ad;abcd0b4863740e8ae8f54e4b2f805592abfe0be5c657848a1cba70ddf44a4118;3;1752.56;404.43733330000003
0e7a16197915ff24912b2992e5ba2bb2eafebd9f78ad74de3ec3d7644ee2a799;2a113f122b353e23af04afb733720b30c52fea07a8dbb6b09e6885f2bda9d3c6;38d5e1d3d4f546224955328f0128817802248aaacf6fb3500916ecef1e673608;24;25073.210000000006;7947.4612143700015
0c61c7dd21678fab8a545218552e93137bbb4f50be268f912a5b70863ec5adfa;86243d33afae9e47348c379c523557c8c02554a0bdd64915de896b5b6e0c26ad;7123032b4342196862e1edb3be2031525cbcc8cced85224f45c7bf2d06e8080a;1;10624.71;177.0785
fd3329578d5532eb65e525f66310692a5ffc44a2b9bb3b0216dfea4b0a6c21d4;221159bccf7c7efd9ecdf268548e886ee7cf01c3ae2c3a1f5541dd818d02942a;566c01fc4b288bbb7e877b70697bcf0ce2f298d3dbc87cdd0924693f1c7bdd7e;1;213.42;213.42
8191280f72e4e7e5d4b883d3e54bd84a45218a6cc41e7454bf64cd601e06e331;aa2b97157cb0386543d2cf1275def24b072f8fda5b3f812575ddd37a76d8b8ef;81c89be7c4d2a16e7fbdd107594f52eb9b7ed4a6831765b2f332f53774b36e1b;3;2930.74;1069.6633333
91964aacef10be6a27347deb5431d81700256150d2fdb0060475ef378bd95186;9ff8d58da9abcd93f5b5b8d0778435f65ee9d4e3c3a873926b95a9a7f9bfcf81;f94d696804d2439f748fdbdc127f525cfae6587adef42115e2882307f081891a;1;395.88;395.88
d53e6f93f6a3258e8a917c0770df150ef95685689c41157435f65bd8bfe57790;534cd4e295596ffd90c05b5de66111bdcbe31cdfb07d7daf038b523ab692896d;de0c18f1e9a6161707e3f158a0a09c69e0d5d1210f4d0fb3dac5bd06e58d1508;1;470.46;470.46
1a012efd653d9e6e78c1c226d7f873baddf5d0eb0ebcdfb97dec6f5027b8b204;c681656b820dc06bedfbacc43dcb669ea05fc9209300f007ef1da53adf52c35b;cb045c22e7041211e261d9a8262e6e83296d771c01cd4a501249d40d1f36cc6f;1;347.92;115.9733333
cd95b45246442a3b0d62b37205e1b2a9eb5d44f6b2931f445d6dd44e5d519c59;c681656b820dc06bedfbacc43dcb669ea05fc9209300f007ef1da53adf52c35b;57da70dcd6778e97afe82938931d33a83cece869e74a418aaa0fb9cf2f0df765;6;2033.47;1488.1783332999998
869be22554de6719c96a62dc8a47b44d4eda599fb940e25d389b3fb7b4426b83;371facc4a714ee6bdc9cbdaa8d3f35878f9d7a18ddae12df01fe82dcc83b590a;fa95122958524a65a4351068411cb5a47e00d4bfd25b40f44e6000d57e6acf49;3;6225.360000000001;1925.5620000000001
d60c64db3ac8affba5aeabeb509e291ad1b21367965fb968d954f28a20d767e7;610f2a6f6fc029bddc6cdc47221eaff9738cb6b92b3d909369f974475b2847b4;816c20e7896eed16e762255b8305a5025a3819014b436082783fcb2e8ffe7f24;1;5133.52;641.69
e52a0d8cd30d7887a60d12c7da40c7f303524d259593fa8fe94c0bc452c08b12;44a18e4746e5740ea761bdd04a415d2f6a41ddfd77bdab7ede87bb438b2f4c2d;71576b95aa12a84fb731897151cd45982b608023cdeea73cbcd3c9846e922499;5;21940.86;825.28228574
ca353ed2b94c6e4905482b87bb576b3ba3d2068664ec8dca9bf8462eb32b484f;d6d11ee0f707b42e6097432130694cd06f8367017adf6bea1f982cfb08daa31f;e2eed0955246f48d252b57f90aff63b2149d8807ef00e3f14245d1823168dd0d;2;904.7;373.4225
2f8f539fea5fd5486d924a8abc30bfa4b98ace8933b016ba7a4c32956e6a81b9;7533591b2c1f9aae6d7a35811be8a58cca639a72f12d3a736201b18c0ca039d1;0feb5aedba160bc95895966abd96853f1a2243001b5e9f58673eef826079ac99;2;3601.94;747.38
23e1e6cc0500cff5f67b702f22780bea25730d84417fd27f7065ddffb79b41b3;2aef20c6ddf06f03c91159d54bf933c3d4bef46fd0871fcbb315f542239348f6;7e465d748d069a2345ce3ba970fc7903549b0d95ee3bbc347f5361688bd736a8;5;2532.3199999999997;1164.58833333
bd651a6b3176f916b3fe4fdc93d900babe6a5c421a10bce82f1b2a7d6189d435;d6d11ee0f707b42e6097432130694cd06f8367017adf6bea1f982cfb08daa31f;a4a6fd08e79724460fa33685674673a1a1882409907e8ab6aa3412283c8f343c;2;7786.9;375.56053333
442f256a3e3182dff3b445e2dc72b74d3b74ed504cec10b3280136f1bfc5344f;299f21ad50698814a52af1b6029a3f6fc5240d09a67b8ffb28941c64ee2ed851;ad06d404336d9f6cd7dca38c182a2109eae4733066c7c86e0266fcb7853b43ac;24;19614.91;4005.054166730001
4d66f9601dc5d4ddacf37c7564aab749101b6adc89e63174305b52357b694b53;54bcf0cda6aefa44c2ea1c60393e316d48bafcc3b0db40b9620e9cf8141462d4;c622035cc0d0e32ae78a878de4256c003cc54b6cea4c305bf6d08fed3b305ff2;4;1258.42;607.824
