PK_CLIENTES;customer;phone;region_name;division_name
edb823017dabd4c7bf5e944bee35b2d58af6409d22b7cc42b25f15f51e6ea220;Active Shop;816-455-8733;International;International
3eeb15b6fa859f2164c1d2643990b89541d745eb5b85136b21f36e8d325b4e90;Salias Gigaplace;816-455-8733;Southern;Domestic
30798cf83bfd2df097b7c1d5b10eacd092da71e92392408631ad4850878b759a;Pacific Supermarket;816-455-8733;Western;Domestic
89a2f81e482f6d0046dd66fc3d754f8d0f9d339d9a2fbfb2c0193fecc1e4bea1;Hershey Supermarket;816-455-8733;Northeast;Domestic
9d292e74e816d2eac1a7d48d1babfa75b589c8431c745e961f28c84ce38eae68;R&J Shop;816-455-8733;Northeast;Domestic
6bbcd99fae2c001ecd5be5178bc9716eb1cb3f0f1ab264b91b23e6dd3616fd65;Joy Supermarket;816-455-8733;International;International
c5d5d82e3b57416b173f2680c4c0bcdcefca980e6aa6c88ee29f108376c1c681;Boott Store;816-455-8733;International;International
71fb2754e487225516f3d9d204a2db21dcd8e5a95f7ac14137ba0139c392705a;Debenhams Supermarket;816-455-8733;Southern;Domestic
e9fa511c42b3d980e008bc74d4850f1f4064ba07fc8130f730c9198bd018c929;Home Market;816-455-8733;Central;Domestic
953ddd6c76fd320ce54a853e0cbdbc49f16342dded32ddd3ac2136ea37915189;Radio Market;816-455-8733;Southern;Domestic
fd3329578d5532eb65e525f66310692a5ffc44a2b9bb3b0216dfea4b0a6c21d4;Vanstars;816-455-8733;Western;Domestic
18003788e7a4cd389a3c0f72325f17687d6f53ac183b41d73f6a16d0d18938c3;HBS Shop;816-455-8733;International;International
3b9cff38c53cc1663780a726b2aa799c94a3723f81beec0ceab4f070b42bc76d;Helfand Store;816-455-8733;International;International
cd95b45246442a3b0d62b37205e1b2a9eb5d44f6b2931f445d6dd44e5d519c59;Sifton Supermarket;816-455-8733;Western;Domestic
dfde0c0d4c592647ad39e0604a38770bd8b078a7fb155925075c50e4d9cce5c5;HBO Supermarket;816-455-8733;Northeast;Domestic
957fcf00967fb6d91b8e198e03cb9506b1bc0cd7bf99a4b1ad403b0b361fca64;Big Supermarket;816-455-8733;International;International
1ccb8d04730e654457ea35c2369df8b7684922232828a6e579fb17cb58afe672;Revnet Market;816-455-8733;Southern;Domestic
da2ff87677c1370dad858fa2abb91c98c152a5050dd1b8fe4f98707b8e625587;Cam-Built Supermarket;816-455-8733;Northeast;Domestic
55becc96bd7509f5026b5e7c9fd14fa719a65d330a0ed8a617f80b6bb1c5743e;Johnson Store;816-455-8733;International;International
d8415e275fc39050656f1c46366ba5b0d4cdac26d0aa4c471330c37a3992ff54;G.R. Supermarket;816-455-8733;International;International
6b872af1213cba83d2c56874968def4bd81b90cabb86bf927ef55248c9882740;TAGnology Shop;816-455-8733;Central;Domestic
d5cf98d414ab318992473d9cc8a7ab8864f665c625ee3ffa5841dbfb3cce16e1;RealiDyne Shop;816-455-8733;Southern;Domestic
02111fb5aca3ec4b0c3ab02e9fcdc0542fcb2ad86e27fb5c152758b01ff3f5dd;TAL Store;816-455-8733;Canada;International
a9596672c9e2df0b5c80dddf238c5f0717e469c105aa84acffab6005870599f4;PAGE Shop;816-455-8733;International;International
66b250f81086329097097e876410dd9b7313de973df47b6271b1b49084147c5b;AccuCom Shop;816-455-8733;International;International
9e385c60a55e80ba66f6b0c335ee70e21e7b2d7c2b2dff117ae97b9eb20af983;CAM Market;816-455-8733;Southern;Domestic
f0dbd58c3a2a9ea323f8e67f69d45eba17da130ea1e02d06b940bb76c50ea7f7;Felidae Enterprises;816-455-8733;Southern;Domestic
32a4d9599016a875f40e7db58bdb9e1b4d7e118e2c4fcd353107c9c115976626;HCHS Shop;816-455-8733;Central;Domestic
ad3ac5637c203bfa3b926b5c1570de98599c8f4d791ef8d614df9b1e93dc2c06;Bitstream Shop;816-455-8733;Southern;Domestic
4533e8a94e35c86471bd4ba1131165efcfa17d297c93e5933ae49c7cf5e4bd86;Eloi Supermarket;816-455-8733;International;International
58baa40c536ad5e0499258f9468b4229d5e309e30a79511185a720a324d74660;Vectrix Shop;816-455-8733;International;International
ed00cd3da22fc181a440106d6d1c60801df1979f0492c2d718df3db3702bda69;Cambio Shop;816-455-8733;Central;Domestic
437d42179d7ed3f60839a9dbc3a6be2c57629cd2caf87857c8cba8feab89b181;NECX Market;816-455-8733;Southern;Domestic
25e0e81dcad0bd4f382cb94fe07c4bf3eae259b926356559647c21fe6b2c9d52;ACCUCOMP Shop;816-455-8733;International;International
3add54553b687328e5240662dca2c0276eda0f3de11680d6272aa62b492325d0;Fifth Supermarket;816-455-8733;International;International
225c08dfe7e7eb2eb8cfe76242568970bda86636f238d1b9d428a20050d41ca3;Ganymede Shop;816-455-8733;International;International
ce8a1086a83a1fd7a7a0c0f4f7e9ad17f22d365985a019b5bc17c0334838a491;Bens Megaplace;816-455-8733;Western;Domestic
237667425336caca2fd288d0a1d71a4e55b8fd2dde41dcec14cf888bb05032a5;Pacel Shop;816-455-8733;Southern;Domestic
d57aa0a917dbefa6aae4b326e34d816d0e71d2a67af50121901def362997756e;Gastown Store;816-455-8733;Central;Domestic
066ccd1a5edd09ba9b408081caf9b6a0ee358afa12c42bfc72cc23c7092885be;Data Supermarket;816-455-8733;International;International
d7a89d5b89e06d4bc45dd1ba345f388677c023ae70ca612fa23645ee7a940c4a;Karsings;816-455-8733;Central;Domestic
ef1e3b55a18f1f6ecb3259e969547c1fa15ca90d3c3e8d20bd4318758af329fd;Hobart Store;816-455-8733;Central;Domestic
ae902714322cba58a3fba7870a93761bfec5ba3b23e9daa71233157c038aa88d;McGraw-Hill Supermarket;816-455-8733;International;International
0e06717b2c60c9934c644e2f374942581c7b5483200c4eb1cad803343ac66b9e;NBTel Shop;816-455-8733;International;International
2bbf2821f499c31bc02c53981a6510eabf7243a410e3afda1e35a1c51eed180c;Smith Supermarket;816-455-8733;International;International
ae9d0bd8a5b797b14c5f87883907e4573eb0875eea8bdd049d6379c986ba40d3;Garza Supermarket;816-455-8733;Central;Domestic
d0b357926bd0c4786773215d12cfcec24be0ac1f1d799813701498effaea0c26;Gartner Supermarket;816-455-8733;Southern;Domestic
0e7a16197915ff24912b2992e5ba2bb2eafebd9f78ad74de3ec3d7644ee2a799;United Market;816-455-8733;Canada;International
ff9019e797fb77095069c362cde2b53c2708bdb90c16ebd4e88bb9886e60f5d3;Canter Shop;816-455-8733;Northeast;Domestic
66e1d538c47256fa445f9b8d05695839aa45bd63838f8be72109ed1c3a6f87c1;Screen Supermarket;816-455-8733;International;International
c5223a911373278f8c9eda6351fde299e93b4fd89ba7198550969f5c683be90f;Harte-Hanks Market;816-455-8733;Central;Domestic
8c4043d9ad16fcd872b0bade56e1392961ca212d97dfa9c1529cbc83350239cb;WDND Shop;816-455-8733;Southern;Domestic
2e1d1360f0b9e641e641a7378e094637434e047626fe9c4cc40d43e38c2470cf;DC-Works Shop;816-455-8733;Northeast;Domestic
077169eb0eaacd3b7c8296ac53a0a929f5bb3c3b7577a9828187a79bd8012cd2;Deere Store;816-455-8733;International;International
e9c08d66b201111eba072b7684ee00d1888ebce03faf45af700f4d0a892d4cab;Ready-to-Run Shop;816-455-8733;Central;Domestic
a361b1667194686044ac3cdde9349c859130c4038ae710869942b65ba56d308e;Trust Supermarket;816-455-8733;Central;Domestic
37dab6ce16a14085c4aebd0c89175afc3a195eb72812fe9a6ac4f9320dee62fd;Abacus Market;816-455-8733;Southern;Domestic
bbd43fc19a04dce0a2db9522d2569cc09d3d35c4b3b5945529d0e6e38878ee40;Ethyl Store;816-455-8733;Western;Domestic
37df9c998a888a7e930cf27e18d6fc347d69e35ca354e77b0a5eea4569ddfc92;United Market;816-455-8733;Northeast;Domestic
8d873874737beb78cb7438e4147c0c8eda500766c2087de551274f995813625b;Sun Supermarket;816-455-8733;International;International
18994cb875b92a374a414006813270777df319ad083c51cebaff9688f0c95bc9;Id Shop;816-455-8733;International;International
6f18f01531a61904f12b7402833fd035d847dbd2357af290408bfc899423da00;Abbott Shop;816-455-8733;Central;Domestic
9aac88db34ae8d7e739c43e6acd33eb259e81716ffe0a76d458690fa455d0be9;Gate Shop;816-455-8733;Southern;Domestic
5db9924e04b8e4e3cf2aedcb914dc32884fc19852547c1bfb7df9a5f8617cb41;Bechtel Supermarket;816-455-8733;Southern;Domestic
65057d6f5b996b1ace0bd9a017b37ef43c70e67ef6f5746ad1f48bff5e7eda9b;Tampere Shop;816-455-8733;Western;Domestic
81d74170355a716b2823ec7c9f73ba628c1a28d8517b486b3c6de4d2f72eeb92;Acer Superstore;816-455-8733;International;International
27f86012fdacd8cf1bbbf3add53c4779d1d2a32b308552400e672ea9d9f87c68;DEAC Shop;816-455-8733;Western;Domestic
2ee8867577d9f3410f5a7efa49dae15b6864b6382219470cef8ca7a87c889ae7;Elbit Market;816-455-8733;International;International
347588149082f9bb6edf1f878bb868f8bc0d30de405a665ae0499f50e51def48;Safe Shop;816-455-8733;International;International
142a1cbf170dad35c10685f6f71e03e14a1b8b2538149637e45c4318dd30e8e1;K&M Supermarket;816-455-8733;Southern;Domestic
87422a883578807c63f11f53ee796b1f029056ef7c645e0f311b48d2cec5f9de;J.M. Supermarket;816-455-8733;Canada;International
1d0a440454df9d51f1dcab25ecf80470190b8f6499c13d6ad30a9e70d9359d1f;MATRIX Shop;816-455-8733;Western;Domestic
8f9f580696fcb0b4a86a6bc7e924dd532b04705a58db83a01404ae0277ccd273;Neos Gigaplace;816-455-8733;Western;Domestic
d25f9cf1538ddcf8777a26d60995ccaccb940d1aaa3df4b02d5e01484e9e6694;C Supermarket;816-455-8733;Southern;Domestic
12186f007a496e1c7b9a21c6df31b5c5bf0ab05a426da7cd5c970fae3e014519;GammaGraphX Store;816-455-8733;International;International
1f5a9d0c067805f0f1e04c724f2227992dc78454f1d494b431bfb70e5173dc7f;CAF Market;816-455-8733;Southern;Domestic
1d45f81530e80bb3c792fc05dcf9c67c90788b750e52c973a128919705472c95;K.C. Supermarket;816-455-8733;Western;Domestic
ca353ed2b94c6e4905482b87bb576b3ba3d2068664ec8dca9bf8462eb32b484f;Fibronics Shop;816-455-8733;Northeast;Domestic
056cdde0efd70bd9202c0156ed441fc7537402bbec58fdb3bdfa916a0bd333c8;K&K Supermarket;816-455-8733;International;International
c8e65b887d60e6301b0ffb65d065243d43475a40e3312f886a3788359923fbfb;Accrue Shop;816-455-8733;International;International
750fcb32868bc18d5fde00ef482b6867a81a493438341dfade12b5ffa991ac74;Quantum Supermarket;816-455-8733;Southern;Domestic
0daade4a4390b5842a256c943d7bedca67435429984a0923447ce9260f234f52;Oklahoma Supermarket;816-455-8733;Southern;Domestic
e75dd42e8b8ff1f022756b91facb83045e407828140c05a832069d7237e97f4c;De Store;816-455-8733;Northeast;Domestic
327b4e01293ab9d0c0c9b2d8e6449bd891377218a5bb38775b2f9a922fa31354;Sterling Store;816-455-8733;International;International
8093921c098319d86946086b1456c286e9ebbc7ea823fae4ac2e3f649c03d1a3;Gatierf Supermarket;816-455-8733;International;International
587a0ba3b91a91b4a26567df0a736fc0b5bdd2c750057f49dc99aa94c2f73a85;Maui Store;816-455-8733;International;International
bb5cb474e59bf1e8844f7112846bd86f17e56c81db12a7370a101a2ea1a923af;Big Shop;816-455-8733;International;International
94335a50309865d35e3b8824c78d8a8e6a3db3d749a459df55e574e96dd4a8c1;ScotGold Market;816-455-8733;Central;Domestic
7928ae9c492d67fb31a8e64884f978477f35aa42ad45c11974e1482b304fb1a0;Screen Supermarket;816-455-8733;Western;Domestic
cbd125f8fa8b25c31413b4ac4a82f937f22f9778e8c1f3acaf8f720b94e89125;U.S. Market;816-455-8733;Northeast;Domestic
4c6ca61bb149bace2a7c3633deb04043cdbb7c095722b143e8c04a977468a276;Underwriters Supermarket;816-455-8733;International;International
33112683042c92b06dc6019acaaa3856fed7a62f53848147afb3e1d2eff3dbae;De Store;816-455-8733;International;International
cf2b59d0d5c50ba92436514d4118d303903b6037b4963b6aee21ff006939074c;Pace Shop;816-455-8733;Central;Domestic
889836542c5bc3480a71c04f2c166b1c32086de790adef538b51eed5776778bb;A2Z Store;816-455-8733;Western;Domestic
beb71566a6fe2109452becd0013e4ba9167e2bf89c14867d26156cdf1eb167eb;Aaron Store;816-455-8733;Western;Domestic
f03b595941b6271c92a0f91df5a3ce8370af208653f6331674279c3269b6b5e9;Elucidex Shop;816-455-8733;International;International
2613a9f94f62ebf7c522150938457d258b009aecce3fa2e415193bc7f06bd4af;Ad Supermarket;816-455-8733;International;International
f611f6a463e982ef68ba526bb591d5abaf98760a297065ec1afa19dd51ee530d;NBX Stores;816-455-8733;International;International
91686414f14da8f48c91c6b2c378a6f5e00827540565642709b7a69802e26259;KENROB Megaplace;816-455-8733;International;International
0123e2aed3cdb1e1dd62b531e1a43c014e2dd45ce5dec6ec793ac64444e2156e;Caravelle Shop;816-455-8733;Western;Domestic
471c26c30d1a56e4d6c3c64f688671d2da224624f20fa659810e05639988c87a;Wayne's Market;816-455-8733;International;International
30b634fbe5d8af278f760340225117f8f11abeaf43051bb39bb80069b713b38c;C3 Supermarket;816-455-8733;International;International
1a6add24d883b12786d3be750c588a505580c8ff3d38f94e531e7b4f216e29d8;P.C.G. Supermarket;816-455-8733;International;International
b285451fdf445ec7fefbd17e0b56e1e15f397eab322e8d790dba3d953e372cb1;Xtreme Shop;816-455-8733;Southern;Domestic
19e40faada9d7811da34a678bb34ea8391b3b6fb12ec0e1b769bf68886172f62;C Market;816-455-8733;Central;Domestic
a80830caba1a326e1b44049905cff2f23fa5dd549d99d675604e79dd0c740b90;Venred Shop;816-455-8733;Central;Domestic
c72b3ab03e8351521fe2c2a585496e9118731a366b07e80c3845015963f52e1b;Heurikon Shop;816-455-8733;Central;Domestic
ce86a0c4b6a50db5c9e50e73d5457c7a8d24e72b72b59d3a9fe1b321a6afd766;Icon Superstore;816-455-8733;Central;Domestic
cb414f998ddccbe46dffc5e37238925dc618d46ab15b6a5d0cca41ac6f4d8956;Del Supermarket;816-455-8733;Southern;Domestic
24ff691d713c85305187639cac566cc52d4b3e916fef8e2a0fbf0241b7c027ba;ReviewBooth Shop;816-455-8733;Southern;Domestic
33ef7b1cf8582fb9c8b3a523c2b94440e48d98361923e55798bcab66a04546e8;Sagent Shop;816-455-8733;Western;Domestic
5c15d3248f95ddd2af2ab6924b034d41c9d49eb042caa3e3167a169f22bf32ed;RFI Superstore;816-455-8733;Western;Domestic
ee33f85900b4d69096ef36452c1540f52729e966c27747a37696091e214b23e7;Accumedic Store;816-455-8733;International;International
0fb25f8ad18a69b621192195b8c02f9ddc6305c5e4401c2c13373dd22e2a8601;Real Supermarket;816-455-8733;International;International
a1c947513206c2deab003c8bd2c2db0226491ec4bd52e3c838fc18bc11de209e;Acc Supermarket;816-455-8733;International;International
4750fc439d75e8c66b3480fc7bdb6127a9c89226f15f080d59582c4fe275db10;GURUs Shop;816-455-8733;International;International
4583cdff91229674a07094628c94162db55a2d27ffcc381bc9048eeebd674eb4;Idyll Store;816-455-8733;Canada;International
8669645452dc5f4ad32c8b19ce2fe5f0c441632fe3fc746e6567ee768f306139;Fimetrics Supermarket;816-455-8733;Canada;International
a219353e4b7986fe14d05c38204d9539b6886348cc8ae690c33295432b1a4061;UKnames.net Shop;816-455-8733;International;International
749dab29db508fa3eb82440c18c025885ac62d059a47b3562bf06536e2b8dd15;Target Gigstore;816-455-8733;International;International
709b79de0d48473a89d6cbce0c528901d54ccb4c91f67c137da9f849d4c20277;Day Market;816-455-8733;International;International
01bc5c8eff4bfee6f3f467ef2afae7754ccbb74eba6921b402f477506b28927b;Sage Supermarket;816-455-8733;International;International
978a91a99a321340f82f77be8e8f950f0d35c042212e26321d839b4208f1da99;BF Supermarket;816-455-8733;International;International
53500994a3ec62fc9937638fe425277dc13a335a4f4fda25317484ecb654b0f0;Berkeley Supermarket;816-455-8733;Southern;Domestic
67e7e30e3f8cac8e3259c2bf4c92be999bfe7ed41ace7ba1880a0e69e89fb038;ACI Shop;816-455-8733;International;International
e961c8a0d0464857a47754cadb348d720d42bd0bd20522552b2b01a74bbaa0ea;PageBoy Shop;816-455-8733;International;International
7124d78898a6e791f6f4a26d3b4ea18731c4f08d29a26acbd34b22273044df14;Paraclipse Shop;816-455-8733;International;International
90aef1d3732e16b03a51c6efd486c3d2143f31baf8f2e57d2861eedc633afd92;PagePoint Shop;816-455-8733;International;International
d06cd50912ec25b4262401e33ddd6c9c1e14dcbf7e7a9e0a9648d519f10db9c1;Edia Shop;816-455-8733;Canada;International
d53e6f93f6a3258e8a917c0770df150ef95685689c41157435f65bd8bfe57790;Today Shop;816-455-8733;Western;Domestic
8df7323ce47d200aded3fc731e6f5a68bb7f53e8f19bc672c6873c10a8c02511;Filmotype Shop;816-455-8733;Western;Domestic
b1f44b3b763d24fe7207991e4a15d1a06a307777f70517351ecde26ceab0c3c1;Picka Superstore;816-455-8733;International;International
